"rank";"LName";"X";"Y";"Z";"facies";"Porosity";"sel"
"494";494;6;315;565;-1010.25;1;0.43;FALSE
"495";495;6;315;565;-1010.75;1;0.42;FALSE
"496";496;6;315;565;-1011.25;1;0.42;FALSE
"497";497;6;315;565;-1011.75;1;0.43;FALSE
"498";498;6;315;565;-1012.25;1;0.41;FALSE
"499";499;6;315;565;-1012.75;1;0.44;FALSE
"500";500;6;315;565;-1013.25;1;0.43;FALSE
"501";501;6;315;565;-1013.75;3;0.14;TRUE
"502";502;6;315;565;-1014.25;3;0.14;TRUE
"503";503;6;315;565;-1014.75;3;0.14;TRUE
"504";504;6;315;565;-1015.25;3;0.15;TRUE
"505";505;6;315;565;-1015.75;3;0.15;TRUE
"506";506;6;315;565;-1016.25;4;0.01;FALSE
"507";507;6;315;565;-1016.75;4;0.01;FALSE
"508";508;6;315;565;-1017.25;4;0.01;FALSE
"509";509;6;315;565;-1017.75;4;0.01;FALSE
"510";510;6;315;565;-1018.25;3;0.15;TRUE
"511";511;6;315;565;-1018.75;3;0.15;TRUE
"512";512;6;315;565;-1019.25;3;0.15;TRUE
"513";513;6;315;565;-1019.75;3;0.15;TRUE
"514";514;6;315;565;-1020.25;3;0.16;TRUE
"515";515;6;315;565;-1020.75;3;0.16;TRUE
"516";516;6;315;565;-1021.25;3;0.15;TRUE
"517";517;6;315;565;-1021.75;3;0.15;TRUE
"518";518;6;315;565;-1022.25;3;0.15;TRUE
"519";519;6;315;565;-1022.75;3;0.16;TRUE
"520";520;6;315;565;-1023.25;3;0.16;TRUE
"521";521;6;315;565;-1023.75;3;0.17;TRUE
"522";522;6;315;565;-1024.25;3;0.18;TRUE
"523";523;6;315;565;-1024.75;3;0.2;TRUE
"524";524;6;315;565;-1025.25;4;0.01;FALSE
"525";525;6;315;565;-1025.75;4;0.01;FALSE
"526";526;6;315;565;-1026.25;4;0.01;FALSE
"527";527;6;315;565;-1026.75;4;0.01;FALSE
"528";528;6;315;565;-1027.25;3;0.18;TRUE
"529";529;6;315;565;-1027.75;3;0.19;TRUE
"530";530;6;315;565;-1028.25;3;0.19;TRUE
"531";531;6;315;565;-1028.75;4;0.01;FALSE
"532";532;6;315;565;-1029.25;3;0.21;TRUE
"533";533;6;315;565;-1029.75;3;0.22;TRUE
"534";534;6;315;565;-1030.25;2;0.36;FALSE
"535";535;6;315;565;-1030.75;3;0.22;TRUE
"536";536;6;315;565;-1031.25;2;0.35;FALSE
"537";537;6;315;565;-1031.75;2;0.35;FALSE
"538";538;6;315;565;-1032.25;2;0.34;FALSE
"539";539;6;315;565;-1032.75;2;0.33;FALSE
"540";540;6;315;565;-1033.25;2;0.32;FALSE
"541";541;6;315;565;-1033.75;2;0.31;FALSE
"542";542;6;315;565;-1034.25;2;0.3;FALSE
"543";543;6;315;565;-1034.75;2;0.28;FALSE
"544";544;6;315;565;-1035.25;2;0.27;FALSE
"545";545;6;315;565;-1035.75;2;0.26;FALSE
"546";546;6;315;565;-1036.25;2;0.25;FALSE
"547";547;6;315;565;-1036.75;2;0.25;FALSE
"548";548;6;315;565;-1037.25;2;0.25;FALSE
"549";549;6;315;565;-1037.75;2;0.24;FALSE
"550";550;6;315;565;-1038.25;2;0.24;FALSE
"551";551;6;315;565;-1038.75;2;0.24;FALSE
"552";552;6;315;565;-1039.25;2;0.24;FALSE
"553";553;6;315;565;-1039.75;1;0.37;FALSE
"554";554;6;315;565;-1040.25;1;0.37;FALSE
"555";555;6;315;565;-1040.75;1;0.36;FALSE
"556";556;6;315;565;-1041.25;1;0.35;FALSE
"557";557;6;315;565;-1041.75;1;0.37;FALSE
"558";558;6;315;565;-1042.25;1;0.35;FALSE
"559";559;6;315;565;-1042.75;1;0.33;FALSE
"560";560;6;315;565;-1043.25;1;0.34;FALSE
"561";561;6;315;565;-1043.75;2;0.29;FALSE
"562";562;6;315;565;-1044.25;1;0.33;FALSE
"563";563;6;315;565;-1044.75;2;0.3;FALSE
"564";564;6;315;565;-1045.25;2;0.3;FALSE
"565";565;6;315;565;-1045.75;2;0.31;FALSE
"566";566;6;315;565;-1046.25;2;0.31;FALSE
"567";567;6;315;565;-1046.75;2;0.32;FALSE
"568";568;6;315;565;-1047.25;3;0.22;TRUE
"569";569;7;315;865;-997.75;3;0.17;TRUE
"570";570;7;315;865;-998.25;3;0.18;TRUE
"571";571;7;315;865;-998.75;3;0.19;TRUE
"572";572;7;315;865;-999.25;2;0.25;FALSE
"573";573;7;315;865;-999.75;2;0.25;FALSE
"574";574;7;315;865;-1000.25;3;0.17;TRUE
"575";575;7;315;865;-1000.75;3;0.16;TRUE
"576";576;7;315;865;-1001.25;3;0.16;TRUE
"577";577;7;315;865;-1001.75;3;0.17;TRUE
"578";578;7;315;865;-1002.25;3;0.17;TRUE
"579";579;7;315;865;-1002.75;1;0.43;FALSE
"580";580;7;315;865;-1003.25;1;0.42;FALSE
"581";581;7;315;865;-1003.75;1;0.43;FALSE
"582";582;7;315;865;-1004.25;1;0.43;FALSE
"583";583;7;315;865;-1004.75;1;0.43;FALSE
"584";584;7;315;865;-1005.25;1;0.47;FALSE
"585";585;7;315;865;-1005.75;1;0.48;FALSE
"586";586;7;315;865;-1006.25;1;0.48;FALSE
"587";587;7;315;865;-1006.75;1;0.45;FALSE
"588";588;7;315;865;-1007.25;1;0.43;FALSE
"589";589;7;315;865;-1007.75;1;0.42;FALSE
"590";590;7;315;865;-1008.25;1;0.43;FALSE
"591";591;7;315;865;-1008.75;1;0.44;FALSE
"592";592;7;315;865;-1009.25;1;0.42;FALSE
"593";593;7;315;865;-1009.75;1;0.41;FALSE
"594";594;7;315;865;-1010.25;1;0.41;FALSE
"595";595;7;315;865;-1010.75;1;0.38;FALSE
"596";596;7;315;865;-1011.25;1;0.39;FALSE
"597";597;7;315;865;-1011.75;1;0.4;FALSE
"598";598;7;315;865;-1012.25;1;0.41;FALSE
"599";599;7;315;865;-1012.75;1;0.39;FALSE
"600";600;7;315;865;-1013.25;1;0.37;FALSE
"601";601;7;315;865;-1013.75;1;0.36;FALSE
"602";602;7;315;865;-1014.25;1;0.38;FALSE
"603";603;7;315;865;-1014.75;1;0.4;FALSE
"604";604;7;315;865;-1015.25;2;0.25;FALSE
"605";605;7;315;865;-1015.75;3;0.19;TRUE
"606";606;7;315;865;-1016.25;3;0.18;TRUE
"607";607;7;315;865;-1016.75;3;0.19;TRUE
"608";608;7;315;865;-1017.25;3;0.18;TRUE
"609";609;7;315;865;-1017.75;4;0.01;FALSE
"610";610;7;315;865;-1018.25;3;0.18;TRUE
"611";611;7;315;865;-1018.75;3;0.17;TRUE
"612";612;7;315;865;-1019.25;3;0.17;TRUE
"613";613;7;315;865;-1019.75;3;0.18;TRUE
"614";614;7;315;865;-1020.25;3;0.17;TRUE
"615";615;7;315;865;-1020.75;3;0.16;TRUE
"616";616;7;315;865;-1021.25;3;0.17;TRUE
"617";617;7;315;865;-1021.75;3;0.17;TRUE
"618";618;7;315;865;-1022.25;3;0.18;TRUE
"619";619;7;315;865;-1022.75;3;0.18;TRUE
"620";620;7;315;865;-1023.25;3;0.19;TRUE
"621";621;7;315;865;-1023.75;3;0.2;TRUE
"622";622;7;315;865;-1024.25;4;0.01;FALSE
"623";623;7;315;865;-1024.75;4;0.01;FALSE
"624";624;7;315;865;-1025.25;4;0.01;FALSE
"625";625;7;315;865;-1025.75;4;0.01;FALSE
"626";626;7;315;865;-1026.25;4;0.01;FALSE
"627";627;7;315;865;-1026.75;3;0.19;TRUE
"628";628;7;315;865;-1027.25;3;0.2;TRUE
"629";629;7;315;865;-1027.75;3;0.2;TRUE
"630";630;7;315;865;-1028.25;2;0.27;FALSE
"631";631;7;315;865;-1028.75;1;0.4;FALSE
"632";632;7;315;865;-1029.25;1;0.41;FALSE
"633";633;7;315;865;-1029.75;1;0.39;FALSE
"634";634;7;315;865;-1030.25;2;0.28;FALSE
"635";635;7;315;865;-1030.75;2;0.27;FALSE
"636";636;7;315;865;-1031.25;2;0.27;FALSE
"637";637;7;315;865;-1031.75;2;0.26;FALSE
"638";638;7;315;865;-1032.25;2;0.24;FALSE
"639";639;7;315;865;-1032.75;2;0.23;FALSE
"640";640;7;315;865;-1033.25;2;0.22;FALSE
"641";641;7;315;865;-1033.75;2;0.21;FALSE
"642";642;7;315;865;-1034.25;2;0.21;FALSE
"643";643;7;315;865;-1034.75;2;0.2;FALSE
"644";644;7;315;865;-1035.25;3;0.21;TRUE
"645";645;7;315;865;-1035.75;3;0.19;TRUE
"646";646;7;315;865;-1036.25;3;0.19;TRUE
"647";647;7;315;865;-1036.75;4;0.01;FALSE
"648";648;7;315;865;-1037.25;4;0.01;FALSE
"649";649;7;315;865;-1037.75;4;0.01;FALSE
"650";650;7;315;865;-1038.25;4;0.01;FALSE
"651";651;7;315;865;-1038.75;4;0.01;FALSE
"652";652;7;315;865;-1039.25;4;0.01;FALSE
"653";653;7;315;865;-1039.75;4;0.01;FALSE
"654";654;7;315;865;-1040.25;4;0.01;FALSE
"655";655;7;315;865;-1040.75;4;0.01;FALSE
"656";656;7;315;865;-1041.25;4;0.01;FALSE
"657";657;7;315;865;-1041.75;3;0.2;TRUE
"658";658;7;315;865;-1042.25;3;0.21;TRUE
"659";659;7;315;865;-1042.75;2;0.29;FALSE
"660";660;7;315;865;-1043.25;2;0.3;FALSE
"661";661;7;315;865;-1043.75;1;0.37;FALSE
"662";662;7;315;865;-1044.25;1;0.37;FALSE
"663";663;7;315;865;-1044.75;2;0.33;FALSE
"664";664;7;315;865;-1045.25;1;0.34;FALSE
"665";665;7;315;865;-1045.75;2;0.34;FALSE
"666";666;7;315;865;-1046.25;2;0.34;FALSE
"667";667;7;315;865;-1046.75;3;0.2;TRUE
"668";668;7;315;865;-1047.25;3;0.21;TRUE
"669";669;7;315;865;-1047.75;3;0.21;TRUE
"670";670;7;315;865;-1048.25;3;0.21;TRUE
"671";671;7;315;865;-1048.75;3;0.21;TRUE
"672";672;8;315;985;-998.75;2;0.27;FALSE
"673";673;8;315;985;-999.25;3;0.2;TRUE
"674";674;8;315;985;-999.75;4;0.01;FALSE
"675";675;8;315;985;-1000.25;3;0.18;TRUE
"676";676;8;315;985;-1000.75;3;0.18;TRUE
"677";677;8;315;985;-1001.25;3;0.19;TRUE
"678";678;8;315;985;-1001.75;3;0.19;TRUE
"679";679;8;315;985;-1002.25;3;0.19;TRUE
"680";680;8;315;985;-1002.75;1;0.36;FALSE
"681";681;8;315;985;-1003.25;1;0.34;FALSE
"682";682;8;315;985;-1003.75;1;0.35;FALSE
"683";683;8;315;985;-1004.25;1;0.37;FALSE
"684";684;8;315;985;-1004.75;2;0.24;FALSE
"685";685;8;315;985;-1005.25;1;0.38;FALSE
"686";686;8;315;985;-1005.75;1;0.38;FALSE
"687";687;8;315;985;-1006.25;1;0.39;FALSE
"688";688;8;315;985;-1006.75;1;0.39;FALSE
"689";689;8;315;985;-1007.25;1;0.38;FALSE
"690";690;8;315;985;-1007.75;1;0.37;FALSE
"691";691;8;315;985;-1008.25;1;0.37;FALSE
"692";692;8;315;985;-1008.75;1;0.37;FALSE
"693";693;8;315;985;-1009.25;1;0.37;FALSE
"694";694;8;315;985;-1009.75;1;0.36;FALSE
"695";695;8;315;985;-1010.25;1;0.37;FALSE
"696";696;8;315;985;-1010.75;1;0.36;FALSE
"697";697;8;315;985;-1011.25;1;0.36;FALSE
"698";698;8;315;985;-1011.75;1;0.36;FALSE
"699";699;8;315;985;-1012.25;1;0.38;FALSE
"700";700;8;315;985;-1012.75;1;0.39;FALSE
"701";701;8;315;985;-1013.25;1;0.4;FALSE
"702";702;8;315;985;-1013.75;3;0.2;TRUE
"703";703;8;315;985;-1014.25;3;0.19;TRUE
"704";704;8;315;985;-1014.75;4;0.01;FALSE
"705";705;8;315;985;-1015.25;3;0.2;TRUE
"706";706;8;315;985;-1015.75;3;0.2;TRUE
"707";707;8;315;985;-1016.25;2;0.26;FALSE
"708";708;8;315;985;-1016.75;2;0.26;FALSE
"709";709;8;315;985;-1017.25;2;0.26;FALSE
"710";710;8;315;985;-1017.75;2;0.26;FALSE
"711";711;8;315;985;-1018.25;2;0.25;FALSE
"712";712;8;315;985;-1018.75;3;0.19;TRUE
"713";713;8;315;985;-1019.25;3;0.19;TRUE
"714";714;8;315;985;-1019.75;3;0.19;TRUE
"715";715;8;315;985;-1020.25;3;0.18;TRUE
"716";716;8;315;985;-1020.75;3;0.18;TRUE
"717";717;8;315;985;-1021.25;4;0.01;FALSE
"718";718;8;315;985;-1021.75;4;0.01;FALSE
"719";719;8;315;985;-1022.25;4;0.01;FALSE
"720";720;8;315;985;-1022.75;4;0.01;FALSE
"721";721;8;315;985;-1023.25;4;0.01;FALSE
"722";722;8;315;985;-1023.75;4;0.01;FALSE
"723";723;8;315;985;-1024.25;4;0.01;FALSE
"724";724;8;315;985;-1024.75;4;0.01;FALSE
"725";725;8;315;985;-1025.25;3;0.19;TRUE
"726";726;8;315;985;-1025.75;3;0.19;TRUE
"727";727;8;315;985;-1026.25;3;0.19;TRUE
"728";728;8;315;985;-1026.75;3;0.19;TRUE
"729";729;8;315;985;-1027.25;3;0.19;TRUE
"730";730;8;315;985;-1027.75;3;0.19;TRUE
"731";731;8;315;985;-1028.25;3;0.19;TRUE
"732";732;8;315;985;-1028.75;3;0.19;TRUE
"733";733;8;315;985;-1029.25;3;0.18;TRUE
"734";734;8;315;985;-1029.75;3;0.19;TRUE
"735";735;8;315;985;-1030.25;2;0.27;FALSE
"736";736;8;315;985;-1030.75;3;0.19;TRUE
"737";737;8;315;985;-1031.25;2;0.25;FALSE
"738";738;8;315;985;-1031.75;2;0.24;FALSE
"739";739;8;315;985;-1032.25;3;0.18;TRUE
"740";740;8;315;985;-1032.75;3;0.19;TRUE
"741";741;8;315;985;-1033.25;3;0.18;TRUE
"742";742;8;315;985;-1033.75;3;0.18;TRUE
"743";743;8;315;985;-1034.25;2;0.18;FALSE
"744";744;8;315;985;-1034.75;3;0.18;TRUE
"745";745;8;315;985;-1035.25;3;0.17;TRUE
"746";746;8;315;985;-1035.75;2;0.18;FALSE
"747";747;8;315;985;-1036.25;1;0.36;FALSE
"748";748;8;315;985;-1036.75;1;0.36;FALSE
"749";749;8;315;985;-1037.25;1;0.33;FALSE
"750";750;8;315;985;-1037.75;1;0.35;FALSE
"751";751;8;315;985;-1038.25;1;0.35;FALSE
"752";752;8;315;985;-1038.75;1;0.38;FALSE
"753";753;8;315;985;-1039.25;1;0.38;FALSE
"754";754;8;315;985;-1039.75;1;0.39;FALSE
"755";755;8;315;985;-1040.25;1;0.4;FALSE
"756";756;8;315;985;-1040.75;2;0.24;FALSE
"757";757;8;315;985;-1041.25;2;0.25;FALSE
"758";758;8;315;985;-1041.75;1;0.39;FALSE
"759";759;8;315;985;-1042.25;2;0.27;FALSE
"760";760;8;315;985;-1042.75;2;0.28;FALSE
"761";761;9;375;835;-983.75;2;0.29;FALSE
"762";762;9;375;835;-984.25;2;0.29;FALSE
"763";763;9;375;835;-984.75;1;0.28;FALSE
"764";764;9;375;835;-985.25;1;0.29;FALSE
"765";765;9;375;835;-985.75;1;0.29;FALSE
"766";766;9;375;835;-986.25;1;0.28;FALSE
"767";767;9;375;835;-986.75;1;0.28;FALSE
"768";768;9;375;835;-987.25;1;0.29;FALSE
"769";769;9;375;835;-987.75;1;0.3;FALSE
"770";770;9;375;835;-988.25;1;0.3;FALSE
"771";771;9;375;835;-988.75;1;0.3;FALSE
"772";772;9;375;835;-989.25;1;0.29;FALSE
"773";773;9;375;835;-989.75;1;0.29;FALSE
"774";774;9;375;835;-990.25;1;0.29;FALSE
"775";775;9;375;835;-990.75;1;0.29;FALSE
"776";776;9;375;835;-991.25;1;0.29;FALSE
"777";777;9;375;835;-991.75;1;0.28;FALSE
"778";778;9;375;835;-992.25;1;0.29;FALSE
"779";779;9;375;835;-992.75;1;0.29;FALSE
"780";780;9;375;835;-993.25;1;0.28;FALSE
"781";781;9;375;835;-993.75;1;0.29;FALSE
"782";782;9;375;835;-994.25;1;0.29;FALSE
"783";783;9;375;835;-994.75;1;0.28;FALSE
"784";784;9;375;835;-995.25;1;0.29;FALSE
"785";785;9;375;835;-995.75;1;0.28;FALSE
"786";786;9;375;835;-996.25;1;0.3;FALSE
"787";787;9;375;835;-996.75;1;0.31;FALSE
"788";788;9;375;835;-997.25;1;0.33;FALSE
"789";789;9;375;835;-997.75;1;0.33;FALSE
"790";790;9;375;835;-998.25;1;0.34;FALSE
"791";791;9;375;835;-998.75;1;0.35;FALSE
"792";792;9;375;835;-999.25;1;0.33;FALSE
"793";793;9;375;835;-999.75;1;0.34;FALSE
"794";794;9;375;835;-1000.25;1;0.35;FALSE
"795";795;9;375;835;-1000.75;1;0.38;FALSE
"796";796;9;375;835;-1001.25;1;0.38;FALSE
"797";797;9;375;835;-1001.75;1;0.42;FALSE
"798";798;9;375;835;-1002.25;1;0.41;FALSE
"799";799;9;375;835;-1002.75;2;0.27;FALSE
"800";800;9;375;835;-1003.25;2;0.28;FALSE
"801";801;9;375;835;-1003.75;1;0.43;FALSE
"802";802;9;375;835;-1004.25;1;0.44;FALSE
"803";803;9;375;835;-1004.75;3;0.17;TRUE
"804";804;9;375;835;-1005.25;3;0.17;TRUE
"805";805;9;375;835;-1005.75;3;0.18;TRUE
"806";806;9;375;835;-1006.25;4;0.01;FALSE
"807";807;9;375;835;-1006.75;4;0.01;FALSE
"808";808;9;375;835;-1007.25;3;0.18;TRUE
"809";809;9;375;835;-1007.75;3;0.19;TRUE
"810";810;9;375;835;-1008.25;3;0.19;TRUE
"811";811;9;375;835;-1008.75;3;0.19;TRUE
"812";812;9;375;835;-1009.25;3;0.19;TRUE
"813";813;9;375;835;-1009.75;3;0.19;TRUE
"814";814;9;375;835;-1010.25;2;0.25;FALSE
"815";815;9;375;835;-1010.75;3;0.19;TRUE
"816";816;9;375;835;-1011.25;3;0.19;TRUE
"817";817;9;375;835;-1011.75;3;0.2;TRUE
"818";818;9;375;835;-1012.25;3;0.2;TRUE
"819";819;9;375;835;-1012.75;3;0.2;TRUE
"820";820;9;375;835;-1013.25;3;0.18;TRUE
"821";821;9;375;835;-1013.75;3;0.19;TRUE
"822";822;9;375;835;-1014.25;3;0.18;TRUE
"823";823;9;375;835;-1014.75;3;0.17;TRUE
"824";824;9;375;835;-1015.25;4;0.01;FALSE
"825";825;9;375;835;-1015.75;3;0.18;TRUE
"826";826;9;375;835;-1016.25;3;0.19;TRUE
"827";827;9;375;835;-1016.75;3;0.19;TRUE
"828";828;9;375;835;-1017.25;3;0.18;TRUE
"829";829;9;375;835;-1017.75;3;0.17;TRUE
"830";830;9;375;835;-1018.25;3;0.17;TRUE
"831";831;9;375;835;-1018.75;1;0.36;FALSE
"832";832;9;375;835;-1019.25;1;0.35;FALSE
"833";833;9;375;835;-1019.75;1;0.37;FALSE
"834";834;9;375;835;-1020.25;1;0.35;FALSE
"835";835;9;375;835;-1020.75;1;0.34;FALSE
"836";836;9;375;835;-1021.25;1;0.36;FALSE
"837";837;9;375;835;-1021.75;1;0.37;FALSE
"838";838;9;375;835;-1022.25;1;0.37;FALSE
"839";839;9;375;835;-1022.75;1;0.35;FALSE
"840";840;9;375;835;-1023.25;2;0.26;FALSE
"841";841;9;375;835;-1023.75;2;0.25;FALSE
"842";842;9;375;835;-1024.25;1;0.36;FALSE
"843";843;9;375;835;-1024.75;1;0.36;FALSE
"844";844;9;375;835;-1025.25;2;0.25;FALSE
"845";845;9;375;835;-1025.75;2;0.25;FALSE
"846";846;9;375;835;-1026.25;2;0.25;FALSE
"847";847;9;375;835;-1026.75;2;0.25;FALSE
"848";848;9;375;835;-1027.25;2;0.26;FALSE
"849";849;9;375;835;-1027.75;3;0.2;TRUE
"850";850;9;375;835;-1028.25;3;0.2;TRUE
"851";851;9;375;835;-1028.75;3;0.21;TRUE
"852";852;9;375;835;-1029.25;3;0.21;TRUE
"853";853;9;375;835;-1029.75;3;0.22;TRUE
"854";854;9;375;835;-1030.25;4;0.01;FALSE
"855";855;9;375;835;-1030.75;4;0.01;FALSE
"856";856;9;375;835;-1031.25;4;0.01;FALSE
"857";857;9;375;835;-1031.75;4;0.01;FALSE
"858";858;9;375;835;-1032.25;4;0.01;FALSE
"859";859;9;375;835;-1032.75;4;0.01;FALSE
"860";860;9;375;835;-1033.25;4;0.01;FALSE
"861";861;9;375;835;-1033.75;4;0.01;FALSE
"862";862;9;375;835;-1034.25;4;0.01;FALSE
"863";863;9;375;835;-1034.75;4;0.01;FALSE
"864";864;9;375;835;-1035.25;3;0.2;TRUE
"865";865;9;375;835;-1035.75;3;0.2;TRUE
"866";866;9;375;835;-1036.25;3;0.19;TRUE
"867";867;9;375;835;-1036.75;3;0.19;TRUE
"868";868;9;375;835;-1037.25;3;0.2;TRUE
"869";869;9;375;835;-1037.75;3;0.2;TRUE
"870";870;9;375;835;-1038.25;3;0.21;TRUE
"871";871;9;375;835;-1038.75;3;0.21;TRUE
"872";872;9;375;835;-1039.25;3;0.2;TRUE
"873";873;9;375;835;-1039.75;3;0.2;TRUE
"874";874;9;375;835;-1040.25;3;0.2;TRUE
"875";875;9;375;835;-1040.75;3;0.2;TRUE
"876";876;9;375;835;-1041.25;3;0.21;TRUE
"877";877;9;375;835;-1041.75;3;0.2;TRUE
"878";878;9;375;835;-1042.25;3;0.21;TRUE
"879";879;9;375;835;-1042.75;3;0.21;TRUE
"880";880;9;375;835;-1043.25;3;0.21;TRUE
"881";881;9;375;835;-1043.75;3;0.21;TRUE
"882";882;9;375;835;-1044.25;3;0.22;TRUE
"883";883;10;435;935;-990.25;3;0.2;TRUE
"884";884;10;435;935;-990.75;3;0.2;TRUE
"885";885;10;435;935;-991.25;2;0.31;FALSE
"886";886;10;435;935;-991.75;2;0.3;FALSE
"887";887;10;435;935;-992.25;4;0.01;FALSE
"888";888;10;435;935;-992.75;4;0.01;FALSE
"889";889;10;435;935;-993.25;3;0.18;TRUE
"890";890;10;435;935;-993.75;3;0.18;TRUE
"891";891;10;435;935;-994.25;3;0.17;TRUE
"892";892;10;435;935;-994.75;3;0.18;TRUE
"893";893;10;435;935;-995.25;3;0.17;TRUE
"894";894;10;435;935;-995.75;3;0.18;TRUE
"895";895;10;435;935;-996.25;3;0.17;TRUE
"896";896;10;435;935;-996.75;3;0.17;TRUE
"897";897;10;435;935;-997.25;1;0.37;FALSE
"898";898;10;435;935;-997.75;2;0.32;FALSE
"899";899;10;435;935;-998.25;2;0.31;FALSE
"900";900;10;435;935;-998.75;1;0.38;FALSE
"901";901;10;435;935;-999.25;1;0.37;FALSE
"902";902;10;435;935;-999.75;1;0.37;FALSE
"903";903;10;435;935;-1000.25;1;0.37;FALSE
"904";904;10;435;935;-1000.75;1;0.38;FALSE
"905";905;10;435;935;-1001.25;1;0.38;FALSE
"906";906;10;435;935;-1001.75;1;0.38;FALSE
"907";907;10;435;935;-1002.25;1;0.38;FALSE
"908";908;10;435;935;-1002.75;1;0.39;FALSE
"909";909;10;435;935;-1003.25;1;0.38;FALSE
"910";910;10;435;935;-1003.75;1;0.39;FALSE
"911";911;10;435;935;-1004.25;1;0.41;FALSE
"912";912;10;435;935;-1004.75;1;0.43;FALSE
"913";913;10;435;935;-1005.25;1;0.42;FALSE
"914";914;10;435;935;-1005.75;1;0.43;FALSE
"915";915;10;435;935;-1006.25;1;0.44;FALSE
"916";916;10;435;935;-1006.75;1;0.43;FALSE
"917";917;10;435;935;-1007.25;1;0.42;FALSE
"918";918;10;435;935;-1007.75;1;0.4;FALSE
"919";919;10;435;935;-1008.25;1;0.4;FALSE
"920";920;10;435;935;-1008.75;1;0.37;FALSE
"921";921;10;435;935;-1009.25;1;0.36;FALSE
"922";922;10;435;935;-1009.75;2;0.24;FALSE
"923";923;10;435;935;-1010.25;3;0.21;TRUE
"924";924;10;435;935;-1010.75;3;0.2;TRUE
"925";925;10;435;935;-1011.25;3;0.21;TRUE
"926";926;10;435;935;-1011.75;3;0.2;TRUE
"927";927;10;435;935;-1012.25;3;0.2;TRUE
"928";928;10;435;935;-1012.75;3;0.2;TRUE
"929";929;10;435;935;-1013.25;3;0.2;TRUE
"930";930;10;435;935;-1013.75;3;0.2;TRUE
"931";931;10;435;935;-1014.25;3;0.19;TRUE
"932";932;10;435;935;-1014.75;3;0.19;TRUE
"933";933;10;435;935;-1015.25;3;0.19;TRUE
"934";934;10;435;935;-1015.75;3;0.18;TRUE
"935";935;10;435;935;-1016.25;3;0.18;TRUE
"936";936;10;435;935;-1016.75;3;0.19;TRUE
"937";937;10;435;935;-1017.25;3;0.18;TRUE
"938";938;10;435;935;-1017.75;3;0.18;TRUE
"939";939;10;435;935;-1018.25;3;0.18;TRUE
"940";940;10;435;935;-1018.75;3;0.16;TRUE
"941";941;10;435;935;-1019.25;3;0.17;TRUE
"942";942;10;435;935;-1019.75;4;0.01;FALSE
"943";943;10;435;935;-1020.25;4;0.01;FALSE
"944";944;10;435;935;-1020.75;4;0.01;FALSE
"945";945;10;435;935;-1021.25;4;0.01;FALSE
"946";946;10;435;935;-1021.75;3;0.17;TRUE
"947";947;10;435;935;-1022.25;3;0.19;TRUE
"948";948;10;435;935;-1022.75;3;0.19;TRUE
"949";949;10;435;935;-1023.25;3;0.2;TRUE
"950";950;10;435;935;-1023.75;3;0.19;TRUE
"951";951;10;435;935;-1024.25;2;0.24;FALSE
"952";952;10;435;935;-1024.75;2;0.24;FALSE
"953";953;10;435;935;-1025.25;2;0.24;FALSE
"954";954;10;435;935;-1025.75;2;0.25;FALSE
"955";955;10;435;935;-1026.25;1;0.4;FALSE
"956";956;10;435;935;-1026.75;1;0.4;FALSE
"957";957;10;435;935;-1027.25;1;0.4;FALSE
"958";958;10;435;935;-1027.75;1;0.42;FALSE
"959";959;10;435;935;-1028.25;1;0.39;FALSE
"960";960;10;435;935;-1028.75;2;0.27;FALSE
"961";961;10;435;935;-1029.25;2;0.27;FALSE
"962";962;10;435;935;-1029.75;2;0.27;FALSE
"963";963;10;435;935;-1030.25;2;0.26;FALSE
"964";964;10;435;935;-1030.75;2;0.26;FALSE
"965";965;10;435;935;-1031.25;2;0.25;FALSE
"966";966;10;435;935;-1031.75;2;0.25;FALSE
"967";967;10;435;935;-1032.25;2;0.24;FALSE
"968";968;10;435;935;-1032.75;3;0.17;TRUE
"969";969;10;435;935;-1033.25;3;0.18;TRUE
"970";970;10;435;935;-1033.75;3;0.18;TRUE
"971";971;10;435;935;-1034.25;3;0.19;TRUE
"972";972;10;435;935;-1034.75;4;0.01;FALSE
"973";973;10;435;935;-1035.25;4;0.01;FALSE
"974";974;10;435;935;-1035.75;4;0.01;FALSE
"975";975;10;435;935;-1036.25;3;0.2;TRUE
"976";976;10;435;935;-1036.75;4;0.01;FALSE
"977";977;10;435;935;-1037.25;4;0.01;FALSE
"978";978;10;435;935;-1037.75;4;0.01;FALSE
"979";979;10;435;935;-1038.25;4;0.01;FALSE
"980";980;10;435;935;-1038.75;3;0.21;TRUE
"981";981;10;435;935;-1039.25;3;0.22;TRUE
"982";982;10;435;935;-1039.75;3;0.21;TRUE
"983";983;10;435;935;-1040.25;3;0.21;TRUE
"984";984;10;435;935;-1040.75;3;0.21;TRUE
"985";985;10;435;935;-1041.25;3;0.21;TRUE
"986";986;10;435;935;-1041.75;3;0.21;TRUE
"987";987;10;435;935;-1042.25;3;0.21;TRUE
"988";988;10;435;935;-1042.75;3;0.21;TRUE
"989";989;10;435;935;-1043.25;3;0.21;TRUE
"990";990;10;435;935;-1043.75;2;0.3;FALSE
"991";991;10;435;935;-1044.25;2;0.31;FALSE
"992";992;10;435;935;-1044.75;2;0.32;FALSE
"993";993;10;435;935;-1045.25;2;0.32;FALSE
